timestamp,task,depth,lam,seed,n_train,n_val,n_test,val_acc,test_acc,spectrum_path,lambda_curve_path,decision_boundary_path,confusion_matrix_path,dataset,cv,val_rmse,test_rmse
2025-10-30 13:10:03,classification,1,1e-08,42,640,160,200,0.76875,0.735,experiments/20251030-130915/kernel_spectrum.png,experiments/20251030-130915/lambda_curve_acc.png,experiments/20251030-130915/decision_boundary.png,experiments/20251030-130915/confusion_matrix.png,,,,
2025-10-30 13:10:52,classification,1,1e-08,123,640,160,200,0.78125,0.805,experiments/20251030-131007/kernel_spectrum.png,experiments/20251030-131007/lambda_curve_acc.png,experiments/20251030-131007/decision_boundary.png,experiments/20251030-131007/confusion_matrix.png,,,,
2025-10-30 13:11:38,classification,1,1e-06,42,640,160,200,0.78125,0.73,experiments/20251030-131056/kernel_spectrum.png,experiments/20251030-131056/lambda_curve_acc.png,experiments/20251030-131056/decision_boundary.png,experiments/20251030-131056/confusion_matrix.png,,,,
2025-10-30 13:12:28,classification,1,1e-06,123,640,160,200,0.775,0.805,experiments/20251030-131141/kernel_spectrum.png,experiments/20251030-131141/lambda_curve_acc.png,experiments/20251030-131141/decision_boundary.png,experiments/20251030-131141/confusion_matrix.png,,,,
2025-10-30 13:13:08,classification,1,0.0001,42,640,160,200,0.7875,0.755,experiments/20251030-131231/kernel_spectrum.png,experiments/20251030-131231/lambda_curve_acc.png,experiments/20251030-131231/decision_boundary.png,experiments/20251030-131231/confusion_matrix.png,,,,
2025-10-30 13:13:46,classification,1,0.0001,123,640,160,200,0.7875,0.81,experiments/20251030-131311/kernel_spectrum.png,experiments/20251030-131311/lambda_curve_acc.png,experiments/20251030-131311/decision_boundary.png,experiments/20251030-131311/confusion_matrix.png,,,,
2025-10-30 13:14:26,classification,1,0.01,42,640,160,200,0.85,0.85,experiments/20251030-131349/kernel_spectrum.png,experiments/20251030-131349/lambda_curve_acc.png,experiments/20251030-131349/decision_boundary.png,experiments/20251030-131349/confusion_matrix.png,,,,
2025-10-30 13:15:10,classification,1,0.01,123,640,160,200,0.86875,0.87,experiments/20251030-131429/kernel_spectrum.png,experiments/20251030-131429/lambda_curve_acc.png,experiments/20251030-131429/decision_boundary.png,experiments/20251030-131429/confusion_matrix.png,,,,
2025-10-30 13:16:22,classification,2,1e-08,42,640,160,200,0.7625,0.785,experiments/20251030-131514/kernel_spectrum.png,experiments/20251030-131514/lambda_curve_acc.png,experiments/20251030-131514/decision_boundary.png,experiments/20251030-131514/confusion_matrix.png,,,,
2025-10-30 13:17:26,classification,2,1e-08,123,640,160,200,0.84375,0.82,experiments/20251030-131625/kernel_spectrum.png,experiments/20251030-131625/lambda_curve_acc.png,experiments/20251030-131625/decision_boundary.png,experiments/20251030-131625/confusion_matrix.png,,,,
2025-10-30 13:18:56,classification,2,1e-06,42,640,160,200,0.7625,0.785,experiments/20251030-131729/kernel_spectrum.png,experiments/20251030-131729/lambda_curve_acc.png,experiments/20251030-131729/decision_boundary.png,experiments/20251030-131729/confusion_matrix.png,,,,
2025-10-30 13:20:08,classification,2,1e-06,123,640,160,200,0.84375,0.82,experiments/20251030-131859/kernel_spectrum.png,experiments/20251030-131859/lambda_curve_acc.png,experiments/20251030-131859/decision_boundary.png,experiments/20251030-131859/confusion_matrix.png,,,,
2025-10-30 13:21:22,classification,2,0.0001,42,640,160,200,0.7625,0.775,experiments/20251030-132011/kernel_spectrum.png,experiments/20251030-132011/lambda_curve_acc.png,experiments/20251030-132011/decision_boundary.png,experiments/20251030-132011/confusion_matrix.png,,,,
2025-10-30 13:22:25,classification,2,0.0001,123,640,160,200,0.85,0.815,experiments/20251030-132126/kernel_spectrum.png,experiments/20251030-132126/lambda_curve_acc.png,experiments/20251030-132126/decision_boundary.png,experiments/20251030-132126/confusion_matrix.png,,,,
